timestamp,temperature_c,battery_pct,power_draw_w,orientation_pitch,orientation_roll,orientation_yaw,comms_signal_pct,is_anomaly,anomaly_type
2026-07-01 00:00:00,20.496714153011233,86.5390088444603,153.31440634333705,-0.555728978468516,-1.119115616662486,-0.4119677434859998,89.94037909389506,0,
2026-07-01 01:00:00,21.932288059648982,77.74325326222947,161.04375018947704,0.12325238921600244,-1.060350076317533,-0.35955472572459296,89.67820570256717,0,
2026-07-01 02:00:00,24.64768853810069,80.75907288947144,160.90510779351854,0.24911087424839257,-0.3034325889285877,1.024906047892963,93.66084868925316,0,
2026-07-01 03:00:00,27.179884105900406,92.25185437604631,157.6579758839517,0.5700745192606332,0.22884329302677603,0.000341409478741314,86.76996261758696,0,
2026-07-01 04:00:00,26.694049855552173,90.1844542095619,294.71079182715243,0.7902703432841868,-1.3737524213626173,0.3910650007657296,87.7124422825602,1,power_surge
2026-07-01 05:00:00,27.493269653363367,88.90971244968195,166.06173205682222,-0.5075470959139343,-0.2498650880758153,-0.39544969083377657,93.10890867621744,0,
2026-07-01 06:00:00,29.57921281550739,90.09216966532696,167.3569165912512,-0.4054287556051691,-0.26312392825871056,-0.3899264731108194,88.21339519444842,0,
2026-07-01 07:00:00,28.494841339465456,91.5675376582537,172.25033661955683,-0.6287889294573081,0.6941688891042239,0.5409924046249711,92.70159923199478,0,
2026-07-01 08:00:00,26.45872884434056,86.63132861737539,173.51192343285695,-0.11700992955349068,-0.19251090585643182,-0.6747881057757661,95.09830794902612,0,
2026-07-01 09:00:00,26.199414293078345,84.64401027892117,164.24849350741127,0.23317918722316724,0.19149449237046423,-0.20760688395263577,88.7946149191751,0,
2026-07-01 10:00:00,23.536582307187537,88.4792262754884,161.5441650629948,0.49366725829455094,0.07062857004373162,0.017013705536116024,92.04408697972592,0,
2026-07-01 11:00:00,21.60482260724991,81.40223133743744,163.68745562522662,-0.03797551182126138,-1.0652832399036003,0.05568630092002621,86.53892315598043,0,
2026-07-01 12:00:00,20.241962271566035,87.04126377857236,151.20376589744285,-0.15992376162742197,0.38410360831586865,-0.08954664250807813,92.26419989420343,0,
